
2016-07-07 11:12:50.153252	B00D8V09FE
2016-07-07 11:12:51.284489	B00D8V09FE
2016-07-07 12:13:19.958743	B00FF6EHCG
2016-07-07 12:13:21.116523	B00FF6EHCG
2016-07-07 14:14:37.133358	B00IKEU0E4
2016-07-07 14:15:12.236522	B00IKEU0E4
2016-07-07 14:16:08.171693	B00IKEU0E4
2016-07-07 14:16:47.695191	B00IKEU0E4
2016-07-07 14:17:12.201674	B00IKEU0E4
2016-07-07 14:17:24.608592	B00IKEU0E4
2016-07-07 14:19:25.471346	B00IKEU0E4
2016-07-07 14:20:37.196526	B00IKEU0E4
2016-07-07 14:21:06.880283	B00IKEU0E4
2016-07-07 14:21:24.624091	B00IKEU0E4
2016-07-07 14:21:49.841210	B00IKEU0E4
2016-07-07 14:22:23.142936	B00IKEU0E4
2016-07-07 14:23:13.802952	B00IKEU0E4
2016-07-07 14:23:51.153301	B00IKEU0E4
2016-07-07 14:24:12.042521	B00IKEU0E4
2016-07-07 14:24:26.386855	B00IKEU0E4
2016-07-07 14:24:47.904900	B00IKEU0E4
2016-07-07 14:25:33.844680	B00IKEU0E4
2016-07-07 14:26:57.569874	B00IKEU0E4
2016-07-07 14:27:16.704760	B00IKEU0E4
2016-07-07 14:28:19.500479	B00IKEU0E4
2016-07-07 14:28:50.522756	B00IKEU0E4
2016-07-07 14:29:28.505744	B00IKEU0E4
2016-07-07 14:29:53.733272	B00IKEU0E4
2016-07-07 14:30:10.913723	B00IKEU0E4
2016-07-07 14:31:12.717165	B00IKEU0E4
2016-07-07 14:33:05.488867	B00IKEU0E4
2016-07-07 14:33:32.797768	B00IKEU0E4
2016-07-07 14:33:50.139244	B00IKEU0E4
2016-07-07 14:34:36.277872	B00IKEU0E4
2016-07-08 11:30:41.331001	B00NNJ5B0E
2016-07-08 11:30:51.467957	B00NNJ5B0E
2016-07-08 11:31:01.949759	B00NNJ5B0E
2016-07-08 11:31:11.161200	B00NNJ5B0E
2016-07-08 11:31:21.328425	B00NNJ5B0E
2016-07-08 11:31:28.279306	B00NNJ5B0E
2016-07-08 11:31:40.079781	B00NNJ5B0E
2016-07-08 11:31:49.224903	B00NNJ5B0E
2016-07-08 11:31:58.624682	B00NNJ5B0E
2016-07-08 11:32:08.644307	B00NNJ5B0E
2016-07-08 11:32:18.109165	B00NNJ5B0E
