2016-05-17 16:49:10.622494	37.88	B008V8YZMM
2016-05-17 16:55:09.055157	37.88	B008V8YZMM
2016-05-17 16:55:24.004133	37.88	B008V8YZMM
2016-05-17 16:55:40.753506	37.88	B008V8YZMM
2016-05-17 16:55:56.351588	37.88	B008V8YZMM
2016-05-17 16:59:54.861069	37.88	B008V8YZMM
2016-05-17 17:00:10.067604	37.88	B008V8YZMM
2016-05-17 17:02:06.896825	37.88	B008V8YZMM
2016-05-17 17:02:21.316930	37.88	B008V8YZMM
2016-05-17 17:02:33.187787	37.88	B008V8YZMM
2016-05-17 17:02:46.238841	37.88	B008V8YZMM
2016-05-17 17:03:01.147677	37.88	B008V8YZMM
2016-05-17 17:03:14.742798	37.88	B008V8YZMM
2016-05-17 17:03:31.240604	37.88	B008V8YZMM
2016-05-17 17:03:47.907824	37.88	B008V8YZMM
2016-05-17 17:04:05.595921	37.88	B008V8YZMM
2016-05-17 17:04:18.682380	37.88	B008V8YZMM
2016-05-17 17:04:31.705974	37.88	B008V8YZMM
2016-05-17 17:04:52.312144	37.88	B008V8YZMM
2016-05-17 17:05:07.379753	37.88	B008V8YZMM
2016-05-17 17:05:22.222565	37.88	B008V8YZMM
2016-05-17 17:05:36.337654	37.88	B008V8YZMM
2016-05-17 17:05:48.847991	37.88	B008V8YZMM
2016-05-17 17:06:03.513057	37.88	B008V8YZMM
2016-05-17 17:06:15.981406	37.88	B008V8YZMM
2016-05-17 17:06:30.975570	37.88	B008V8YZMM
2016-05-17 17:06:44.714704	37.88	B008V8YZMM
2016-05-17 17:06:59.678900	37.88	B008V8YZMM
2016-05-17 17:07:14.765805	37.88	B008V8YZMM
